n,Tiempo_1
2,3e-05
10,0.000195
55,0.007234
100,0.03506
200,0.244555
291,0.762048
400,1.464776
500,1.626817
600,1.858745
700,2.165895
800,2.600093
900,3.176955
933,3.419483
1100,4.976681
1200,6.179616
1300,7.513262
1400,8.988908
1550,11.912138
1700,15.291566
1850,20.003173
2000,26.670565
