n,Tiempo_1
2,4.1e-05
10,0.000244
32,0.001994
55,0.007227
77,0.017308
100,0.034599
200,0.233312
291,0.688219
400,1.487224
500,1.65452
600,1.904369
700,2.292779
800,2.762546
900,3.299903
933,3.415574
1100,4.700189
1200,5.625542
1300,6.809728
1400,8.494307
1550,15.077731
1700,24.371254
1850,36.6246
2000,54.026277
2100,64.637918
2200,79.176371
2300,111.58864
2400,111.248327
2500,127.603171
2750,189.955507
3000,248.084341
