n,Tiempo_1
2,5.7e-05
10,0.00017
32,0.001322
55,0.010212
77,0.026478
100,0.053725
200,0.286844
291,0.721615
400,0.848642
500,1.05615
600,1.247392
700,1.576317
800,2.029726
900,2.616938
933,2.839946
1100,4.233596
1200,5.301581
1300,6.530623
1400,7.985383
1550,10.642795
1700,13.918669
1850,17.778916
2000,23.80004
2100,28.616536
2200,35.113796
2300,55.00094
2400,55.032907
2500,64.926696
2750,95.319087
3000,130.041086
