n,Tiempo_1
2,3.7e-05
10,0.000227
32,0.001815
55,0.006561
77,0.01634
100,0.034447
200,0.233035
291,0.687907
400,1.487414
500,1.653632
600,1.903346
700,2.293942
800,2.589803
900,3.034418
933,3.215187
1100,4.351883
1200,5.203221
1300,6.263
1400,7.816785
1550,14.528843
1700,21.786808
1850,32.595015
2000,48.642611
2100,58.997094
2200,71.02047
2300,99.16651
2400,99.998948
2500,116.734712
2750,169.927136
3000,224.425106
