n,Tiempo_1
4096,0.029811
6144,0.066485
8192,0.117385
12288,0.263771
16384,0.468467
32768,1.871508
65536,7.478947
98304,16.825756
131072,29.91098
163840,46.741066
196608,67.303678
262144,119.649025
327680,187.002995
524288,478.857742
786432,1077.39361
917504,1466.25276
1048576,1915.404955
1310720,2992.68293
1742848,5295.11757
