n,Tiempo_1
2,3.6e-05
10,0.00022
32,0.001757
55,0.006544
77,0.016123
100,0.034529
200,0.23277
291,0.687892
400,1.487345
500,1.654637
600,1.905242
700,2.292329
800,2.594382
900,3.038376
933,3.215399
1100,4.346858
1200,5.183532
1300,6.245855
1400,7.764469
1550,14.061845
1700,21.460061
1850,32.526414
2000,48.890427
2100,58.501158
2200,70.942243
2300,99.338701
2400,100.698285
2500,116.839519
2750,169.064246
3000,224.945108
