n,Tiempo_1
2,4.3e-05
10,0.000125
55,0.007852
100,0.037537
200,0.200645
291,0.614704
400,0.781948
500,0.910436
600,1.100812
700,1.380388
800,1.745123
900,2.230682
933,2.414045
1100,3.583175
1200,4.495
1300,5.527746
1400,6.785168
1550,9.067184
1700,11.82956
1850,15.16254
2000,21.042358
