n,Tiempo_1
2,3e-05
10,0.000205
55,0.005836
100,0.029897
200,0.233449
291,0.677823
400,1.460349
500,1.625775
600,1.874534
700,2.064718
800,2.402385
900,2.784839
933,2.937711
1100,3.922262
1200,4.660591
1300,5.587202
1400,6.90498
1550,12.711322
1700,19.784088
1850,29.667631
2000,43.570524
