n,Tiempo_1
2,3.7e-05
10,0.000218
32,0.001805
55,0.006542
77,0.016287
100,0.034609
200,0.232978
291,0.688142
400,1.487793
500,1.654916
600,1.903935
700,2.293377
800,2.594079
900,3.040359
933,3.218678
1100,4.363862
1200,5.184006
1300,6.236921
1400,7.800543
1550,14.190113
1700,22.170372
1850,33.507431
2000,49.007045
2100,58.054997
2200,71.263921
2300,99.742737
2400,100.978588
2500,116.212073
2750,169.798362
3000,224.899783
