n,Tiempo_1
2,1e-05
10,3.5e-05
55,0.001317
100,0.006683
200,0.041185
291,0.106632
400,0.270462
500,0.524833
600,1.029851
700,2.265018
800,2.91386
900,4.077299
933,4.67759
1100,8.127285
1200,12.550977
1300,17.368834
1400,23.333554
1550,32.565909
1700,46.082799
1850,65.924287
2000,85.647883
