# Resultados PCA
# Referencia: pca_reimpl_FP32_n1000_seed1234
# Procesado: pca_reimpl_FP16_n1000_seed1234
Comparación,Pearson
pca_reimpl_FP16_n1000_seed1234,-0.00087247
