n,Tiempo_1 (s)
10,2e-06
5272,0.290788
10535,1.179805
15797,2.632677
21060,4.726188
26323,7.259393
31585,10.40447
36848,14.110605
42111,17.815319
47373,22.564982
52636,27.845901
57898,33.774754
63161,40.135954
68424,47.146592
73686,54.489728
78949,68.11648
84212,71.400657
89474,83.353421
94737,93.929743
100000,101.503427
