n,Tiempo_1
2,2.8e-05
10,0.000169
50,0.003992
100,0.024094
200,0.163672
300,0.522935
400,1.272729
500,1.523053
600,1.684908
700,1.88972
800,2.28302
900,2.613872
1000,3.141409
1100,3.771605
1200,4.607412
1300,5.62594
1400,7.079118
1500,9.103325
1600,14.662491
1700,20.118453
1800,26.547364
1900,35.358609
2000,44.94915
2100,57.317093
2200,70.720248
