n,Tiempo_1
4096,0.146772
6144,0.333129
8192,0.583766
12288,1.333836
16384,2.348961
32768,9.474434
65536,37.658363
98304,85.819733
131072,150.68073
163840,238.330641
196608,343.239881
262144,603.530125
327680,957.5605
524288,2427.269838
786432,5546.913229
917504,7558.986498
1048576,9757.938445
1310720,15457.183858
1742848,27480.959627
