n,Tiempo_1
2,3.1e-05
14,0.000331
70,0.013515
141,0.090389
282,0.669108
424,1.501446
565,1.761863
707,2.219226
848,2.921357
989,3.873841
1131,5.200365
1272,7.233419
1414,9.611494
1555,12.525505
1697,16.002271
1838,20.372565
1979,25.325428
2121,35.634441
2262,49.0768
2404,65.105338
2545,81.230948
2686,100.054903
2828,120.369769
2969,142.884089
3111,170.574915
