n,Tiempo_1
2,4.1e-05
10,0.00025
32,0.002394
55,0.009444
77,0.024088
100,0.050507
200,0.347481
291,1.0499
400,1.565599
500,1.803942
600,2.157541
700,2.479472
800,3.031182
900,3.734855
933,3.986925
1100,5.619811
1200,6.855138
1300,8.312705
1400,10.038769
1550,13.167015
1700,16.990892
1850,21.614237
2000,28.397485
2100,34.618019
2200,44.368743
2300,63.577775
2400,68.238297
2500,81.866314
2750,120.980614
3000,165.126257
