n,Tiempo_1
2,3.7e-05
10,0.000217
32,0.001808
55,0.006618
77,0.016447
100,0.034529
200,0.232992
291,0.688533
400,1.487715
500,1.654179
600,1.903965
700,2.294042
800,2.598643
900,3.039943
933,3.224933
1100,4.36473
1200,5.185857
1300,6.284723
1400,7.807252
1550,12.526643
1700,23.624116
1850,33.108915
2000,48.857591
2100,58.315332
2200,71.661549
2300,99.493649
2400,101.11975
2500,116.927689
2750,169.85594
3000,225.261681
