n,Tiempo_1
2,4.1e-05
10,0.000244
32,0.002
55,0.007197
77,0.017363
100,0.034596
200,0.233159
291,0.688289
400,1.487461
500,1.653281
600,1.904805
700,2.291469
800,2.763788
900,3.299972
933,3.415998
1100,4.70758
1200,5.614821
1300,6.857417
1400,8.484055
1550,13.977297
1700,24.040616
1850,36.007904
2000,53.300754
2100,64.090302
2200,78.293564
2300,111.098579
2400,111.368605
2500,128.426968
2750,192.653473
3000,249.279802
