n,Tiempo_1
2,4.1e-05
10,0.00024
55,0.007197
100,0.034649
200,0.233042
291,0.688072
400,1.484981
500,1.65297
600,1.904001
700,2.294255
800,2.764472
900,3.297743
933,3.513528
1100,4.895406
1200,5.92875
1300,7.24898
1400,7.24517
1550,13.492857
1700,21.843011
1850,31.139148
2000,45.62907
