n,Tiempo_1
2,4.7e-05
10,0.000287
32,0.002714
55,0.010471
77,0.024912
100,0.050515
200,0.347355
291,1.0533
400,1.562897
500,1.80463
600,2.1613
700,2.662831
800,3.348115
900,3.976244
933,4.257017
1100,6.038427
1200,7.412539
1300,9.036933
1400,11.203001
1550,14.557126
1700,19.020696
1850,24.602661
2000,31.760868
2100,39.231697
2200,48.840574
2300,76.699903
2400,75.698745
2500,90.030036
2750,132.963678
3000,183.620728
