n,Tiempo_1
2,1.1e-05
10,3.2e-05
55,0.001318
100,0.006657
200,0.040883
291,0.106782
400,0.269257
500,0.524645
600,1.031913
700,2.248917
800,2.901862
900,4.076457
933,4.625982
1100,7.891386
1200,12.300614
1300,17.138324
1400,22.812674
1550,32.531866
1700,46.616676
1850,64.377708
2000,85.41355
