n,Tiempo_1
2,1.5e-05
10,3.1e-05
55,0.000954
100,0.004426
200,0.020304
291,0.0575
400,0.129997
500,0.31693
600,0.59756
700,1.446153
800,1.601405
900,2.355656
933,2.639117
1100,4.528532
1200,6.30865
1300,8.53861
1400,16.433826
1550,16.875555
1700,25.234644
1850,45.744391
2000,47.454348
