n,Tiempo_1
2,1.8e-05
10,0.000186
55,0.006366
100,0.029626
200,0.18393
291,0.539695
400,1.381442
500,2.670872
600,4.605181
700,7.305575
800,10.972054
900,15.489731
933,17.261453
1100,28.326158
1200,36.976245
1300,47.117629
1400,58.522905
1550,80.795169
1700,105.028504
1850,134.450472
2000,170.949287
