# Resultados PCA
# Referencia: source_pca_reimpl_FP32_n1000_seed1234
# Procesado: pca_reimpl_FP32_n1000_seed1234
Comparación,Pearson
pca_reimpl_FP32_n1000_seed1234,-0.00090367
